time,open,high,low,close,volume,close_time,qav,trades,tbb,tbq,ign
2026-04-04 03:30:00,66852.11,66852.11,66843.35,66843.36,3.44463000,2026-04-04 03:34:59.999,230253.60655520,1810,1.75711000,117452.13132220,0
2026-04-04 03:35:00,66843.35,66848.0,66837.04,66837.05,8.29122000,2026-04-04 03:39:59.999,554207.09901330,2860,5.03122000,336300.11937500,0
2026-04-04 03:40:00,66837.04,66853.59,66837.04,66840.75,7.50273000,2026-04-04 03:44:59.999,501534.07973690,3282,4.71271000,315017.89736170,0
2026-04-04 03:45:00,66840.75,66865.07,66840.74,66865.06,8.56782000,2026-04-04 03:49:59.999,572745.74953100,3935,6.94015000,463940.25444840,0
2026-04-04 03:50:00,66865.06,66865.07,66846.91,66846.91,6.20856000,2026-04-04 03:54:59.999,415073.47601700,2309,1.06427000,71153.35970820,0
2026-04-04 03:55:00,66846.92,66846.92,66830.23,66832.18,8.33924000,2026-04-04 03:59:59.999,557327.24871600,3880,5.68695000,380063.38928690,0
2026-04-04 04:00:00,66832.18,66832.18,66822.58,66822.59,5.78140000,2026-04-04 04:04:59.999,386344.50308640,5293,2.73326000,182647.42311270,0
2026-04-04 04:05:00,66822.59,66844.93,66822.58,66844.93,7.33520000,2026-04-04 04:09:59.999,490214.11124360,3453,6.05378000,404570.98011250,0
2026-04-04 04:10:00,66844.93,66846.92,66800.0,66800.01,14.49902000,2026-04-04 04:14:59.999,968852.09950320,4823,3.03524000,202867.55813730,0
2026-04-04 04:15:00,66800.01,66810.0,66775.91,66806.45,10.15388000,2026-04-04 04:19:59.999,678268.03329670,5848,6.34511000,423837.50538120,0
2026-04-04 04:20:00,66806.45,66837.12,66806.44,66837.11,19.54357000,2026-04-04 04:24:59.999,1305954.55903010,3212,18.00559000,1203174.57766510,0
2026-04-04 04:25:00,66837.12,66857.72,66837.11,66857.72,5.84352000,2026-04-04 04:29:59.999,390593.98673630,3103,4.77020000,318853.12930170,0
2026-04-04 04:30:00,66857.72,66857.72,66847.63,66847.63,3.69389000,2026-04-04 04:34:59.999,246946.73090360,1772,1.59216000,106438.12823310,0
2026-04-04 04:35:00,66847.64,66857.22,66847.63,66857.22,4.68630000,2026-04-04 04:39:59.999,313280.91974610,2780,4.14570000,277139.09289190,0
2026-04-04 04:40:00,66857.22,66857.22,66857.21,66857.22,7.56595000,2026-04-04 04:44:59.999,505838.33431350,2926,2.63140000,175928.08870800,0
2026-04-04 04:45:00,66857.21,66860.64,66851.99,66860.64,8.56809000,2026-04-04 04:49:59.999,572821.14381910,4527,6.82989000,456611.88192370,0
2026-04-04 04:50:00,66860.64,66867.97,66850.06,66867.97,42.00911000,2026-04-04 04:54:59.999,2808608.08542840,2857,40.22979000,2689644.88104480,0
2026-04-04 04:55:00,66867.97,66876.32,66852.39,66860.73,50.82478000,2026-04-04 04:59:59.999,3398231.63525010,4646,9.32393000,623426.35020220,0
2026-04-04 05:00:00,66860.73,66878.0,66855.6,66872.43,8.36322000,2026-04-04 05:04:59.999,559211.91228220,3726,5.35379000,357978.79464170,0
2026-04-04 05:05:00,66872.42,66896.88,66859.04,66896.88,19.07112000,2026-04-04 05:09:59.999,1275354.36063470,5657,13.33726000,891922.30837650,0
2026-04-04 05:10:00,66896.89,66897.64,66856.0,66861.78,179.65063000,2026-04-04 05:14:59.999,12016202.87199640,5792,29.79589000,1992677.72128800,0
2026-04-04 05:15:00,66861.78,66879.76,66861.78,66879.76,4.77783000,2026-04-04 05:19:59.999,319523.47767720,3147,3.91043000,261512.21514050,0
2026-04-04 05:20:00,66879.76,66900.79,66879.75,66886.0,82.78903000,2026-04-04 05:24:59.999,5537594.84819740,6003,5.93108000,396737.07856860,0
2026-04-04 05:25:00,66886.0,66890.0,66844.14,66878.36,144.85726000,2026-04-04 05:29:59.999,9686562.07224350,5369,85.56298000,5721109.61663510,0
2026-04-04 05:30:00,66878.36,66936.72,66872.61,66932.11,58.47257000,2026-04-04 05:34:59.999,3911242.99169860,9580,14.25448000,953862.70469700,0
2026-04-04 05:35:00,66932.12,66932.12,66889.54,66891.52,17.54409000,2026-04-04 05:39:59.999,1173766.44139880,5938,5.87055000,392779.84009430,0
2026-04-04 05:40:00,66891.52,66913.87,66891.51,66895.21,13.36086000,2026-04-04 05:44:59.999,893885.87026190,3860,4.65164000,311183.72706000,0
2026-04-04 05:45:00,66895.2,66920.53,66895.2,66900.42,17.69331000,2026-04-04 05:49:59.999,1183901.37008940,2171,5.49476000,367649.25137530,0
2026-04-04 05:50:00,66900.43,66916.99,66900.42,66911.04,20.32219000,2026-04-04 05:54:59.999,1359702.68040010,4424,16.06973000,1075164.30481940,0
2026-04-04 05:55:00,66911.05,66916.3,66899.12,66916.29,62.11211000,2026-04-04 05:59:59.999,4156070.25260340,5663,51.88150000,3471548.02666660,0
2026-04-04 06:00:00,66916.3,66940.93,66916.29,66923.05,11.68729000,2026-04-04 06:04:59.999,782250.67336680,3560,5.99718000,401369.89642780,0
2026-04-04 06:05:00,66923.05,66938.99,66913.52,66932.04,24.60729000,2026-04-04 06:09:59.999,1646812.81209830,3452,12.85248000,860111.72576620,0
2026-04-04 06:10:00,66932.04,66966.69,66932.04,66955.24,41.23990000,2026-04-04 06:14:59.999,2761272.50405270,4547,20.89049000,1398759.13196580,0
2026-04-04 06:15:00,66955.24,66964.96,66955.24,66964.96,7.99906000,2026-04-04 06:19:59.999,535608.49041530,2763,5.92964000,397043.85067780,0
2026-04-04 06:20:00,66964.95,66968.28,66951.9,66951.9,7.58366000,2026-04-04 06:24:59.999,507813.67754660,3481,3.06490000,205233.77583850,0
2026-04-04 06:25:00,66951.91,66955.97,66911.2,66955.97,21.58059000,2026-04-04 06:29:59.999,1444626.04233360,4948,18.08721000,1210815.51570370,0
